PERSON_S,-0.103676266968#0.105169601738#0.0666585415602#-0.0167313814163#-0.0824444741011#-0.0447874739766#-0.0980237498879#-0.0334805995226#0.170314922929#-0.0734050646424#0.126056775451#0.0107566229999#-0.200702026486#-0.00574697554111#-0.0683639198542#0.120252035558#-0.161937296391#-0.117280617356#-0.143500953913#-0.134450107813#0.0490610003471#0.050631031394#-0.0562544986606#-0.0384444892406#-0.143814370036#-0.303484708071#-0.11605977267#-0.101720742881#0.113949477673#-0.117654696107#0.043388530612#-0.0211635380983#-0.0548790469766#-0.0264287590981#0.0280951652676#0.106687679887#0.0122671946883#-0.0843617394567#0.232055768371#-0.0151426047087#-0.184457331896#0.0390119478106#0.0302614085376#0.256127417088#0.23927038908#0.0118806175888#0.0272186622024#-0.0638514384627#0.224990576506#-0.25176975131#0.151936560869#0.132267266512#0.169923856854#0.0942087173462#0.179463714361#-0.143896847963#0.0365021824837#0.236280888319#-0.20627297461#0.0529759153724#0.0941125005484#-0.136572793126#-0.0508061163127#-0.025837495923#0.0871541276574#0.0938768237829#-0.0976754873991#-0.135833606124#0.208818823099#-0.173759847879#-0.0161488000304#0.0380314961076#-0.0675850361586#-0.113753780723#-0.349044799805#0.082603611052#0.443241089582#0.201906979084#-0.155659198761#0.0460865609348#0.0228065699339#-0.0144877433777#0.0709579512477#0.058251876384#-0.166514694691#-0.0802424550056#-0.0949401631951#0.02811752446#0.131694704294#0.0622570663691#-0.0178754478693#0.139250963926#0.0125796943903#0.0689029619098#0.0173366814852#0.0422756075859#-0.140688985586#-0.0635755732656#-0.0277914702892#0.0122901201248#0.10209017992#-0.0748259723186#0.0166899375618#0.106415182352#-0.125055789948#0.183127492666#-0.0420471206307#0.0255339816213#-0.0199117213488#0.00454882532358#-0.0352480560541#0.0486250147223#0.227168783545#-0.206016808748#0.133001804352#0.147982344031#-0.0320926383138#0.146044179797#0.0959960892797#0.0650383457541#-0.0139956399798#-0.0388005971909#-0.234864324331#-0.0710002407432#-0.0254203677177#-0.0503335669637#0.0392051339149#0.0913010463119
PERSON_M,-0.109183892608#0.0445411577821#0.0512329563498#-0.032086417079#-0.13569650054#0.0290059149265#-0.0244818627834#-0.00766678154469#0.111105024815#-0.0666881427169#0.238781362772#-0.00291303545237#-0.244454145432#0.0103762336075#-0.0358095467091#0.0738506913185#-0.129157587886#-0.044892847538#-0.0547829717398#-0.0892789438367#0.090561054647#0.138830050826#0.0125457830727#0.103235013783#-0.135434508324#-0.27127623558#-0.0488016828895#-0.116509497166#0.0825560614467#-0.12514436245#-0.00226503238082#0.0429857969284#-0.0908682122827#-0.0274843741208#0.0493624098599#0.0506718754768#-0.0781241953373#-0.0306106805801#0.214835137129#0.0338646024466#-0.124211229384#0.0114765763283#-0.00654353946447#0.299759626389#0.216942220926#0.0860118940473#-0.00974473357201#-0.112085334957#0.0737788528204#-0.340473115444#0.0682598948479#0.160931929946#0.0842853188515#0.0756723359227#0.0496034733951#-0.141589477658#0.00565622001886#0.0982843786478#-0.188070312142#0.152388483286#0.00394800119102#-0.167452901602#0.00256741046906#-0.0638157203794#0.161013871431#0.0212020799518#-0.149760529399#-0.125107094646#0.049887612462#-0.259473323822#-0.155886888504#0.139194339514#-0.0657448470592#-0.20581741631#-0.31534948945#0.0647656321526#0.355370759964#0.218222469091#-0.216698110104#0.0202422477305#0.00988424941897#-0.0248729661107#0.111233063042#0.143570512533#-0.0637231320143#-0.121574081481#-0.084259390831#0.00560143403709#0.16608992219#-0.0557569265366#-0.0512293353677#0.292172282934#0.0247334614396#0.0862052366138#0.0553859397769#0.115234136581#-0.0900035053492#-0.0357873663306#-0.0388019979#-0.0042020380497#0.0865977108479#-0.0634655579925#0.0398286357522#0.100473046303#-0.183925375342#0.2061291188#-0.11678121984#-0.0555534213781#0.0408269241452#-0.0811815783381#-0.123431771994#0.00771883502603#0.218639552593#-0.272412925959#0.185342490673#0.226506665349#0.0522299110889#0.168777942657#0.103269569576#0.0383393764496#-0.00271437317133#-0.00976805388927#-0.151938647032#-0.0682675689459#0.0560752600431#-0.0796990543604#0.0356543213129#-0.0265285298228
